// 道具出售價格，優先於item_db.txt的設定
// ID,Name,Jname,Price,Sell,Not_DC,Not_OC
7099,,老舊魔法圖,,,,
7100,,尖銳的葉子,,,,
7101,,七彩大嘴鳥之羽,,,,
7102,,惡夢,,,,
7103,,未知的液體瓶,,,,
7104,,偽天使的翅膀,,,,
7105,,偽靈魂光圈,,,,
7106,,魔羌之角,,,,
7107,,魔羌之毛皮,,,,
7108,,盾牌的碎片,,,,
7109,,閃亮的槍錐,,,,
7110,,破裂之劍,,,,
7111,,光滑的紙,,,,
7112,,恐怖的紙刃,,,,
7113,,破碎的法老王象徵,,,,
7114,,杜唐卡門面具,,,,
7115,,哈比的羽毛,,,,
7116,,哈比的指甲,,,,
7117,,撕裂的魔法書,,,,
7118,,撕裂的捲軸,,,,
7119,,菌絲,,,,
7120,,燃燒的馬蹄鐵,,,,
7121,,蜂蜜罐,,,,
7122,,炙熱的毛,,,,
7123,,龍皮,,,,
7124,,砂團,,,,
7125,,蠍子之螯,,,,
7126,,巨大傑勒比結晶,,,,
7127,,酒精製作說明書,,,,
7128,,火煙瓶製作說明書,,,,
7129,,鹽酸瓶製作說明書,,,,
7130,,植物瓶製作說明書,,,,
7131,,刺錘瓶製作說明書,,,,
7132,,護貝藥製作說明書,,,,
7133,,纖細藥水製作說明書,,,,
7134,,藥缽,,,,
7135,,火煙瓶,,,,
7136,,鹽酸瓶,,,,
7137,,噬人植物瓶,,,,
7138,,刺錘瓶,,,,
7139,,護貝藥,,,,
7140,,生命的種子,,,,
7141,,天地樹露水,,,,
7142,,艾普理歐,,,,
7143,,生化試管,,,,
7144,,一般藥水製作說明書,,,,
7145,,RO-T恤,,,,
7146,,旅遊券,,,,
7147,,茉莉花,,,,
7148,,母親的信,,,,
9001,Poring_Egg,波利魔物蛋,20,,,
9002,Drops_Egg,土波利魔物蛋,20,,,
9003,Poporing_Egg,波波利魔物蛋,20,,,
9004,Lunatic_Egg,瘋兔魔物蛋,20,,,
9005,Picky_Egg,小雞魔物蛋,20,,,
9006,Chonchon_Egg,蒼蠅魔物蛋,20,,,
9007,Steel_Chonchon_Egg,綠蒼蠅魔物蛋,20,,,
9008,Hunter_Fly_Egg,赤蒼蠅魔物蛋,20,,,
9009,Savage_Bebe_Egg,小野豬魔物蛋,20,,,
9010,Baby_Desert_Wolf_Egg,沙漠幼狼魔物蛋,20,,,
9011,Rocker_Egg,搖滾蝗蟲魔物蛋,20,,,
9012,Spore_Egg,魔菇魔物蛋,20,,,
9013,Poison_Spore_Egg,毒魔菇魔物蛋,20,,,
9014,PecoPeco_Egg,大嘴鳥魔物蛋,20,,,
9015,Smokie_Egg,貍貓魔物蛋,20,,,
9016,Yoyo_Egg,溜溜猴魔物蛋,20,,,
9017,Orc_Warrior_Egg,獸人戰士魔物蛋,20,,,
9018,Munak_Egg,殭屍魔物蛋,20,,,
9019,Dokkaebi_Egg,土人魔物蛋,20,,,
9020,Sohee_Egg,鬼女魔物蛋,20,,,
9021,Isis_Egg,蛇女伊絲魔物蛋,20,,,
9022,Green_Petite_Egg,畢帝特地龍魔物蛋,20,,,
9023,Deviruchi_Egg,小惡魔魔物蛋,20,,,
9024,Bapho_Jr._Egg,小巴風特魔物蛋,20,,,
9025,Bongun_Egg,妖道魔物蛋,20,,,
10001,Skull_Helm,牛角骨盔,20,,,
10002,Monster_Oxygen_Mask,寵物防毒面具,20,,,
10003,Transparent_Head_Protector,潛水頭盔,20,,,
10004,Pacifier,寵物奶嘴,20,,,
10005,Wig,三色假髮,20,,,
10006,Queen's_Hair_Ornament,蛇飾髮箍,20,,,
10007,Silk_Ribbon,寵物髮帶,20,,,
10008,Punisher,體罰棒,20,,,
10009,Wild_Flower,野生花,20,,,
10010,Battered_Pot,變形鍋子,20,,,
10011,Stellar_Hairpin,寵物髮夾,20,,,
10012,Tiny_Egg_Shell,寵物蛋殼帽,20,,,
10013,Backpack,寵物書包,1500,,,
10014,Rocker_Glasses,蝗蟲眼鏡,2000,,,
10015,Green_Lace,寵物圍兜兜,20,,,
10016,Golden_Bell,寵物鈴鐺,20,,,
10017,Bark_Shorts,樹皮褲,20,,,
10018,Monkey_Circlet,猴子髮箍,20,,,
10019,Red_Scarf,紅色領巾,20,,,
10020,Sword_of_Chinese_Exorcist,靈幻道士之劍,20,,,
