//npc_monster.txt¢IAthena 2006/05/31 19:42:58 (JST)

//ª±¨ã¤ÀÃþ³õ(xmas_dun02.gat)
//xmas_dun02.gat,0,0,0,0	monster	²¢»æ¤H	1246,20,0,0,0
//xmas_dun02.gat,0,0,0,0	monster	ª±¨ã¤h§L	1248,35,0,0,0
//xmas_dun02.gat,0,0,0,0	monster	¨¸´cÂ§²°	1249,50,0,0,0
//xmas_dun02.gat,0,0,0,0	monster	¦B¼ÉÃM¤h	1251,1,3600000,1800000,0
//xmas_dun02.gat,0,0,0,0	monster	ºñ»æ¤H	1265,20,0,0,0
//xmas_dun02.gat,0,0,0,0	monster	¥d­ÛÄ_Ä_	1515,1,1800000,900000,0

//ª±¨ã¤u¼t­Ü®w(xmas_dun01.gat)
//xmas_dun01.gat,0,0,0,0	monster	ªi§Q	1002,10,0,0,0
//xmas_dun01.gat,0,0,0,0	monster	ªiªi§Q	1031,20,0,0,0
//xmas_dun01.gat,0,0,0,0	monster	ªi§Q¤§¤ý	1090,1,1800000,900000,0
anthell01.gat,31,190,0,0	monster	¥ÕÃÆ¥®ÂÎ	1097,1,60000,30000,0
anthell01.gat,31,194,0,0	monster	¥ÕÃÆ¥®ÂÎ	1097,1,60000,30000,0
anthell01.gat,31,195,0,0	monster	¥ÕÃÆ¥®ÂÎ	1097,1,60000,30000,0
anthell01.gat,31,198,0,0	monster	¥ÕÃÆ¥®ÂÎ	1097,1,60000,30000,0
anthell01.gat,31,262,0,0	monster	¥ÕÃÆ¥®ÂÎ	1097,1,60000,30000,0
anthell01.gat,31,263,0,0	monster	¥ÕÃÆ¥®ÂÎ	1097,1,60000,30000,0
anthell01.gat,31,264,0,0	monster	¥ÕÃÆ¥®ÂÎ	1097,1,60000,30000,0
anthell01.gat,32,186,0,0	monster	¥ÕÃÆ¥®ÂÎ	1097,1,60000,30000,0
anthell01.gat,32,187,0,0	monster	¥ÕÃÆ¥®ÂÎ	1097,1,60000,30000,0
anthell01.gat,32,189,0,0	monster	¥ÕÃÆ¥®ÂÎ	1097,1,60000,30000,0
anthell01.gat,32,196,0,0	monster	¥ÕÃÆ¥®ÂÎ	1097,1,60000,30000,0
anthell01.gat,32,197,0,0	monster	¥ÕÃÆ¥®ÂÎ	1097,1,60000,30000,0
anthell01.gat,32,198,0,0	monster	¥ÕÃÆ¥®ÂÎ	1097,1,60000,30000,0
anthell01.gat,32,263,0,0	monster	¥ÕÃÆ¥®ÂÎ	1097,1,60000,30000,0
anthell01.gat,33,195,0,0	monster	¥ÕÃÆ¥®ÂÎ	1097,1,60000,30000,0
anthell01.gat,33,196,0,0	monster	¥ÕÃÆ¥®ÂÎ	1097,1,60000,30000,0
anthell01.gat,35,186,0,0	monster	¥ÕÃÆ¥®ÂÎ	1097,1,60000,30000,0
anthell01.gat,36,186,0,0	monster	¥ÕÃÆ¥®ÂÎ	1097,1,60000,30000,0
anthell01.gat,36,187,0,0	monster	¥ÕÃÆ¥®ÂÎ	1097,1,60000,30000,0
anthell01.gat,37,183,0,0	monster	¥ÕÃÆ¥®ÂÎ	1097,1,60000,30000,0
anthell01.gat,37,186,0,0	monster	¥ÕÃÆ¥®ÂÎ	1097,1,60000,30000,0
anthell01.gat,38,183,0,0	monster	¥ÕÃÆ¥®ÂÎ	1097,1,60000,30000,0
anthell01.gat,38,184,0,0	monster	¥ÕÃÆ¥®ÂÎ	1097,1,60000,30000,0
anthell01.gat,38,186,0,0	monster	¥ÕÃÆ¥®ÂÎ	1097,1,60000,30000,0
anthell01.gat,40,168,0,0	monster	¥ÕÃÆ¥®ÂÎ	1097,1,60000,30000,0
anthell01.gat,40,265,0,0	monster	¥ÕÃÆ¥®ÂÎ	1097,1,60000,30000,0
anthell01.gat,40,266,0,0	monster	¥ÕÃÆ¥®ÂÎ	1097,1,60000,30000,0
anthell01.gat,40,267,0,0	monster	¥ÕÃÆ¥®ÂÎ	1097,1,60000,30000,0
anthell01.gat,40,268,0,0	monster	¥ÕÃÆ¥®ÂÎ	1097,1,60000,30000,0
anthell01.gat,40,269,0,0	monster	¥ÕÃÆ¥®ÂÎ	1097,1,60000,30000,0
anthell01.gat,40,270,0,0	monster	¥ÕÃÆ¥®ÂÎ	1097,1,60000,30000,0
anthell01.gat,41,165,0,0	monster	¥ÕÃÆ¥®ÂÎ	1097,1,60000,30000,0
anthell01.gat,41,168,0,0	monster	¥ÕÃÆ¥®ÂÎ	1097,1,60000,30000,0
anthell01.gat,41,265,0,0	monster	¥ÕÃÆ¥®ÂÎ	1097,1,60000,30000,0
anthell01.gat,41,266,0,0	monster	¥ÕÃÆ¥®ÂÎ	1097,1,60000,30000,0
anthell01.gat,41,267,0,0	monster	¥ÕÃÆ¥®ÂÎ	1097,1,60000,30000,0
anthell01.gat,41,268,0,0	monster	¥ÕÃÆ¥®ÂÎ	1097,1,60000,30000,0
anthell01.gat,41,269,0,0	monster	¥ÕÃÆ¥®ÂÎ	1097,1,60000,30000,0
anthell01.gat,42,165,0,0	monster	¥ÕÃÆ¥®ÂÎ	1097,1,60000,30000,0
anthell01.gat,42,166,0,0	monster	¥ÕÃÆ¥®ÂÎ	1097,1,60000,30000,0
anthell01.gat,42,167,0,0	monster	¥ÕÃÆ¥®ÂÎ	1097,1,60000,30000,0
anthell01.gat,42,168,0,0	monster	¥ÕÃÆ¥®ÂÎ	1097,1,60000,30000,0
anthell01.gat,43,165,0,0	monster	¥ÕÃÆ¥®ÂÎ	1097,1,60000,30000,0
anthell01.gat,43,166,0,0	monster	¥ÕÃÆ¥®ÂÎ	1097,1,60000,30000,0
anthell01.gat,44,165,0,0	monster	¥ÕÃÆ¥®ÂÎ	1097,1,60000,30000,0
anthell01.gat,44,166,0,0	monster	¥ÕÃÆ¥®ÂÎ	1097,1,60000,30000,0
anthell01.gat,45,165,0,0	monster	¥ÕÃÆ¥®ÂÎ	1097,1,60000,30000,0
anthell01.gat,97,123,0,0	monster	¥ÕÃÆ¥®ÂÎ	1097,1,60000,30000,0
anthell01.gat,97,124,0,0	monster	¥ÕÃÆ¥®ÂÎ	1097,1,60000,30000,0
anthell01.gat,97,125,0,0	monster	¥ÕÃÆ¥®ÂÎ	1097,1,60000,30000,0
anthell01.gat,97,126,0,0	monster	¥ÕÃÆ¥®ÂÎ	1097,1,60000,30000,0
anthell01.gat,97,127,0,0	monster	¥ÕÃÆ¥®ÂÎ	1097,1,60000,30000,0
anthell01.gat,98,121,0,0	monster	¥ÕÃÆ¥®ÂÎ	1097,1,60000,30000,0
anthell01.gat,98,127,0,0	monster	¥ÕÃÆ¥®ÂÎ	1097,1,60000,30000,0
anthell01.gat,99,121,0,0	monster	¥ÕÃÆ¥®ÂÎ	1097,1,60000,30000,0
anthell01.gat,99,127,0,0	monster	¥ÕÃÆ¥®ÂÎ	1097,1,60000,30000,0
anthell01.gat,0,0,0,0	monster	§LÃÆ	1105,40,0,0,0
anthell01.gat,0,0,0,0	monster	°òº¸·æ	1121,1,60000,30000,0
anthell01.gat,0,0,0,0	monster	¤uÃÆ	1160,45,0,0,0
anthell01.gat,0,0,0,0	monster	¶ÂÃÆ	1176,10,0,0,0
anthell01.gat,0,0,0,0	monster	¨g¼ÉÃÆ¦Z	1289,1,7200000,3600000,1

//¿ÂÃÆ ¦aº» ±K¥Þ B2F(anthell02.gat)
anthell02.gat,0,0,0,0	monster	§l¦å½¿½»	1005,20,0,0,0
anthell02.gat,0,0,0,0	monster	¥ÕÃÆ	1095,40,0,0,0
anthell02.gat,0,0,0,0	monster	¥ÕÃÆ¥®ÂÎ	1097,15,0,0,0
anthell02.gat,0,0,0,0	monster	§LÃÆ	1105,15,0,0,0
anthell02.gat,0,0,0,0	monster	°òº¸·æ	1121,3,60000,30000,0
anthell02.gat,0,0,0,0	monster	ÃÆ¦Z	1147,1,7200000,3600000,1
anthell02.gat,0,0,0,0	monster	¤uÃÆ	1160,15,0,0,0
anthell02.gat,0,0,0,0	monster	¶ÂÃÆ	1176,30,0,0,0
anthell02.gat,0,0,0,0	monster	ÂÅ¹«	1209,3,0,0,0
anthell02.gat,0,0,0,0	monster	¨÷¥ÒÂÎ	1194,7,0,0,0

//¦Nªâ ¦a¤U ±K¥Þ B1F(gef_dun00.gat)
gef_dun00.gat,0,0,0,0	monster	ªiªi§Q	1031,20,0,0,0
gef_dun00.gat,0,0,0,0	monster	¨ª»aÃÇ	1035,5,0,0,0
gef_dun00.gat,0,0,0,0	monster	¬rÅ]Û£	1077,40,0,0,0
gef_dun00.gat,109,121,0,0	monster	¬õ¯ó	1078,1,300000,150000,0
gef_dun00.gat,91,106,0,0	monster	¬õ¯ó	1078,1,300000,150000,0
gef_dun00.gat,114,106,0,0	monster	ºñ¯ó	1080,1,300000,150000,0
gef_dun00.gat,92,108,0,0	monster	¶À¯ó	1081,1,300000,150000,0
gef_dun00.gat,109,121,0,0	monster	¥ú¨~¯ó	1083,1,3000000,1500000,0
gef_dun00.gat,121,109,3,3	monster	¶ÂÛ£	1084,3,180000,90000,1
gef_dun00.gat,89,111,3,3	monster	¶ÂÛ£	1084,3,180000,90000,1
gef_dun00.gat,0,0,0,0	monster	¬õ¯ó	1078,10,300000,150000,1

//¦Nªâ ¦a¤U ±K¥Þ B2F(gef_dun01.gat)
gef_dun01.gat,0,0,0,0	monster	»G«Í	1015,20,0,0,0
gef_dun01.gat,0,0,0,0	monster	ºñ»G«Í	1036,40,0,0,0
gef_dun01.gat,0,0,0,0	monster	¹ÚÆL	1061,35,0,0,0
gef_dun01.gat,234,121,0,0	monster	ÂÅ¯ó	1079,1,300000,100000,0
gef_dun01.gat,0,0,0,0	monster	¬õ½¿½»	1111,30,0,0,0
gef_dun01.gat,0,0,0,0	monster	«n¥Ê¥ý¥Í	1130,30,300000,100000,0
gef_dun01.gat,0,0,0,0	monster	Ã~¤ú©Ç	1204,1,1800000,900000,0
gef_dun01.gat,0,0,0,0	monster	¼w¥j©Ô¨kÀï	1389,1,3600000,1800000,0
gef_dun01.gat,50,60,10,10	monster	¥Õ¯ó	1082,3,180000,90000,0
gef_dun01.gat,155,240,20,20	monster	¥Õ¯ó	1082,3,180000,90000,0
gef_dun01.gat,188,103,15,15	monster	¥Õ¯ó	1082,3,180000,90000,0
gef_dun01.gat,265,112,10,10	monster	¥Õ¯ó	1082,3,180000,90000,0
gef_dun01.gat,0,0,0,0	monster	¶ÂÛ£	1084,5,180000,90000,0

//¸¯Ìn¥§¨È ±K¥Þ(gef_dun02.gat)
gef_dun02.gat,0,0,0,0	monster	¨ª»aÃÇ	1035,10,0,0,0
gef_dun02.gat,0,0,0,0	monster	ºñ»G«Í	1036,20,0,0,0
gef_dun02.gat,0,0,0,0	monster	¹ÚÆL	1061,50,300000,100000,0
gef_dun02.gat,0,0,0,0	monster	¤p´cÅ]	1109,20,0,0,0
gef_dun02.gat,0,0,0,0	monster	³ÈÀw«½«½	1143,20,0,0,0
gef_dun02.gat,0,0,0,0	monster	¥Õ«ÕÆF	1179,20,0,0,0
gef_dun02.gat,74,212,25,25	monster	¥Õ¯ó	1082,3,180000,90000,0
gef_dun02.gat,105,151,20,5	monster	¥Õ¯ó	1082,3,180000,90000,0
gef_dun02.gat,215,212,10,20	monster	¥Õ¯ó	1082,3,180000,90000,0
gef_dun02.gat,215,60,10,20	monster	¥Õ¯ó	1082,3,180000,90000,0
gef_dun02.gat,45,170,10,10	monster	¥ú¨~¯ó	1083,1,1800000,900000,0
gef_dun02.gat,186,81,0,0	monster	¥ú¨~¯ó	1083,1,1800000,900000,0
gef_dun02.gat,0,0,0,0	monster	¦ºÆF	1046,1,7200000,3600000,0

//¸¯Ìn¥§¨È ±K¥Þ(gef_dun03.gat)
gef_dun03.gat,0,0,0,0	monster	¤Ú­·¯S	1039,1,7200000,3600000,1
gef_dun03.gat,0,0,0,0	monster	¦ºÆF	1046,1,7200000,3600000,1
gef_dun03.gat,0,0,0,0	monster	¤p´cÅ]	1109,8,0,0,0
gef_dun03.gat,0,0,0,0	monster	¸Ê¥d	1131,5,300000,100000,0
gef_dun03.gat,0,0,0,0	monster	¥d§Q´µ®æ	1132,2,0,0,0
gef_dun03.gat,0,0,0,0	monster	²`²WÃM¤h	1219,2,300000,0,0
gef_dun03.gat,0,0,0,0	monster	·àølÃ~	1259,1,7200000,3600000,1
gef_dun03.gat,0,0,0,0	monster	¦å¸{ÃM¤h	1268,2,300000,0,0
gef_dun03.gat,0,0,0,0	monster	¶Â·t¤§¤ý	1272,1,7200000,3600000,1
gef_dun03.gat,0,0,0,0	monster	·RÄRµ·¤k¹²	1275,3,0,0,0
gef_dun03.gat,0,0,0,0	monster	³Í¬ü©Ô	1283,1,7200000,3600000,1
gef_dun03.gat,0,0,0,0	monster	¨g¼É¤p´cÅ]	1292,2,300000,0,0
gef_dun03.gat,0,0,0,0	monster	°g¤Û¤§¤ý	1302,2,300000,0,0
gef_dun03.gat,0,0,0,0	monster	ªü­×Ã¹¾÷±ñ¾Ô¤h	1365,2,300000,0,0
gef_dun03.gat,0,0,0,0	monster	´cÅ]¤k¹²	1370,10,0,0,0
gef_dun03.gat,0,0,0,0	monster	°°¤Ñ¨Ï	1371,8,0,0,0
gef_dun03.gat,0,0,0,0	monster	¦ºÆFÃM¤h	1373,1,7200000,7200000,1
gef_dun03.gat,0,0,0,0	monster	´cÅ]¨ÍªÌ	1374,10,0,0,0
gef_dun03.gat,0,0,0,0	monster	¤C±m¹ÚÆL	1379,3,0,0,0
gef_dun03.gat,0,0,0,0	monster	Á¨¼Ú²ú	1390,10,0,0,0

//®ü©³ ¬}¸](iz_dun00.gat)
iz_dun00.gat,0,0,0,0	monster	¿ÀÃÉ	1066,30,0,0,0
iz_dun00.gat,0,0,0,0	monster	®ü¸ª	1068,15,0,0,0
iz_dun00.gat,0,0,0,0	monster	®w§J¹p	1070,30,0,0,0
iz_dun00.gat,0,0,0,0	monster	¶ÂÛ£	1084,5,0,0,0
iz_dun00.gat,0,0,0,0	monster	¤ô¥À	1141,45,0,0,0
iz_dun00.gat,0,0,0,0	monster	º}¯BÂÎ	1161,65,0,0,0

//®ü©³ ¬}¸](iz_dun01.gat)
iz_dun01.gat,0,0,0,0	monster	¿ÀÃÉ	1066,60,0,0,0
iz_dun01.gat,0,0,0,0	monster	¥d¨º¦h´µ	1067,30,0,0,0
iz_dun01.gat,0,0,0,0	monster	®ü¸ª	1068,30,0,0,0
iz_dun01.gat,0,0,0,0	monster	®w§J¹p	1070,50,0,0,0
iz_dun01.gat,0,0,0,0	monster	¶ÂÛ£	1084,10,0,0,0
iz_dun01.gat,0,0,0,0	monster	¤ô¥À	1141,40,0,0,0
iz_dun01.gat,0,0,0,0	monster	º}¯BÂÎ	1161,10,0,0,0

//®ü©³ ¬}¸](iz_dun02.gat)
iz_dun02.gat,0,0,0,0	monster	¤H³½	1044,40,0,0,0
iz_dun02.gat,0,0,0,0	monster	¥d¨º¦h´µ	1067,60,0,0,0
iz_dun02.gat,0,0,0,0	monster	®ü¸ª	1068,40,0,0,0
iz_dun02.gat,0,0,0,0	monster	¶ÂÛ£	1084,15,0,0,0
iz_dun02.gat,0,0,0,0	monster	¯Q¸é	1144,40,0,0,0
iz_dun02.gat,0,0,0,0	monster	¤H³½¤h§L	1264,1,0,0,0

//®ü©³ ¬}¸](iz_dun03.gat)
iz_dun03.gat,0,0,0,0	monster	°¨§J	1045,40,0,0,0
iz_dun03.gat,0,0,0,0	monster	®ü¸ª	1068,10,0,0,0
iz_dun03.gat,108,249,0,0	monster	®ü¸ª	1068,1,300000,150000,0
iz_dun03.gat,176,260,0,0	monster	®ü¸ª	1068,1,300000,150000,0
iz_dun03.gat,178,253,0,0	monster	®ü¸ª	1068,1,300000,150000,0
iz_dun03.gat,180,251,0,0	monster	®ü¸ª	1068,1,300000,150000,0
iz_dun03.gat,191,144,0,0	monster	®ü¸ª	1068,1,321000,150000,0
iz_dun03.gat,193,143,0,0	monster	®ü¸ª	1068,1,300000,150000,0
iz_dun03.gat,194,144,0,0	monster	®ü¸ª	1068,1,316000,150000,0
iz_dun03.gat,196,143,0,0	monster	®ü¸ª	1068,1,300000,150000,0
iz_dun03.gat,197,144,0,0	monster	®ü¸ª	1068,1,2960000,150000,0
iz_dun03.gat,199,143,0,0	monster	®ü¸ª	1068,1,300000,150000,0
iz_dun03.gat,200,144,0,0	monster	®ü¸ª	1068,1,282000,150000,0
iz_dun03.gat,202,143,0,0	monster	®ü¸ª	1068,1,300000,150000,0
iz_dun03.gat,203,144,0,0	monster	®ü¸ª	1068,1,310000,150000,0
iz_dun03.gat,203,47,0,0	monster	®ü¸ª	1068,1,305000,150000,0
iz_dun03.gat,203,50,0,0	monster	®ü¸ª	1068,1,323000,150000,0
iz_dun03.gat,203,53,0,0	monster	®ü¸ª	1068,1,317000,150000,0
iz_dun03.gat,203,56,0,0	monster	®ü¸ª	1068,1,323000,150000,0
iz_dun03.gat,203,59,0,0	monster	®ü¸ª	1068,1,312000,150000,0
iz_dun03.gat,204,48,0,0	monster	®ü¸ª	1068,1,313000,150000,0
iz_dun03.gat,204,51,0,0	monster	®ü¸ª	1068,1,309000,150000,0
iz_dun03.gat,204,54,0,0	monster	®ü¸ª	1068,1,310000,150000,0
iz_dun03.gat,204,57,0,0	monster	®ü¸ª	1068,1,302000,150000,0
iz_dun03.gat,204,60,0,0	monster	®ü¸ª	1068,1,304000,150000,0
iz_dun03.gat,205,143,0,0	monster	®ü¸ª	1068,1,300000,150000,0
iz_dun03.gat,206,144,0,0	monster	®ü¸ª	1068,1,305000,150000,0
iz_dun03.gat,208,143,0,0	monster	®ü¸ª	1068,1,300000,150000,0
iz_dun03.gat,209,144,0,0	monster	®ü¸ª	1068,1,308000,150000,0
iz_dun03.gat,211,143,0,0	monster	®ü¸ª	1068,1,300000,150000,0
iz_dun03.gat,212,144,0,0	monster	®ü¸ª	1068,1,321000,150000,0
iz_dun03.gat,80,163,0,0	monster	®ü¸ª	1068,1,300000,150000,0
iz_dun03.gat,0,0,0,0	monster	²§ÅÜ³½	1069,40,0,0,0
iz_dun03.gat,0,0,0,0	monster	®ðªwÂÎ	1142,20,0,0,0
iz_dun03.gat,0,0,0,0	monster	¼C³½	1158,45,0,0,0
iz_dun03.gat,0,0,0,0	monster	¤H³½¤h§L	1264,3,0,0,0

//®ü©³ ¬}¸](iz_dun04.gat)
iz_dun04.gat,0,0,0,0	monster	®ü¯«	1065,3,0,0,0
iz_dun04.gat,111,35,0,0	monster	®ü¸ª	1068,1,300000,150000,0
iz_dun04.gat,111,38,0,0	monster	®ü¸ª	1068,1,303000,150000,0
iz_dun04.gat,111,41,0,0	monster	®ü¸ª	1068,1,300000,150000,0
iz_dun04.gat,124,233,0,0	monster	®ü¸ª	1068,1,300000,150000,0
iz_dun04.gat,134,233,0,0	monster	®ü¸ª	1068,1,305000,150000,0
iz_dun04.gat,33,115,0,0	monster	®ü¸ª	1068,1,321000,150000,0
iz_dun04.gat,33,129,0,0	monster	®ü¸ª	1068,1,308000,150000,0
iz_dun04.gat,38,115,0,0	monster	®ü¸ª	1068,1,300000,150000,0
iz_dun04.gat,38,129,0,0	monster	®ü¸ª	1068,1,300000,150000,0
iz_dun04.gat,42,116,0,0	monster	®ü¸ª	1068,1,306000,150000,0
iz_dun04.gat,42,129,0,0	monster	®ü¸ª	1068,1,312000,150000,0
iz_dun04.gat,58,135,0,0	monster	®ü¸ª	1068,1,305000,150000,0
iz_dun04.gat,61,135,0,0	monster	®ü¸ª	1068,1,300000,150000,0
iz_dun04.gat,69,243,0,0	monster	®ü¸ª	1068,1,321000,150000,0
iz_dun04.gat,79,234,0,0	monster	®ü¸ª	1068,1,302000,150000,0
iz_dun04.gat,79,246,0,0	monster	®ü¸ª	1068,1,300000,150000,0
iz_dun04.gat,80,233,0,0	monster	®ü¸ª	1068,1,318000,150000,0
iz_dun04.gat,80,246,0,0	monster	®ü¸ª	1068,1,294000,150000,0
iz_dun04.gat,0,0,0,0	monster	²§ÅÜ³½	1069,20,0,0,0
iz_dun04.gat,95,147,10,10	monster	­}¶ø´µ	1108,3,600000,300000,0
iz_dun04.gat,0,0,0,0	monster	®ðªwÂÎ	1142,20,0,0,0
iz_dun04.gat,0,0,0,0	monster	±ö¯Ç®ü¸ª	1216,10,300000,150000,1
iz_dun04.gat,0,0,0,0	monster	¤H³½¤h§L	1264,54,0,0,0
iz_dun04.gat,103,231,10,10	monster	¤H³½¤h§L	1264,1,150000,0,0
iz_dun04.gat,130,216,15,15	monster	¤H³½¤h§L	1264,1,160000,0,0
iz_dun04.gat,160,231,10,10	monster	¤H³½¤h§L	1264,1,170000,0,0
iz_dun04.gat,95,147,10,10	monster	¤H³½¤h§L	1264,1,150000,0,0

//¥vªâ§J´µ ±K¥Þ B1F(in_sphinx1.gat)
in_sphinx1.gat,0,0,0,0	monster	¬õ½¿½»	1111,40,0,0,0
in_sphinx1.gat,0,0,0,0	monster	¶Âª°	1146,10,0,0,0
in_sphinx1.gat,0,0,0,0	monster	¿Õ¥i¥ì	1164,20,0,0,0
in_sphinx1.gat,0,0,0,0	monster	³Ç¬¥¦Ì	1178,30,0,0,0

//¥vªâ§J´µ ±K¥Þ B2F(in_sphinx2.gat)
in_sphinx2.gat,0,0,0,0	monster	¬õ½¿½»	1111,15,0,0,0
in_sphinx2.gat,0,0,0,0	monster	¶Âª°	1146,20,0,0,0
in_sphinx2.gat,0,0,0,0	monster	¿Õ¥i¥ì	1164,50,0,0,0
in_sphinx2.gat,0,0,0,0	monster	³Ç¬¥¦Ì	1178,50,0,0,0

//¥vªâ§J´µ ±K¥Þ B3F(in_sphinx3.gat)
in_sphinx3.gat,0,0,0,0	monster	°¨º¸§ù§J	1140,30,0,0,0
in_sphinx3.gat,0,0,0,0	monster	¶Âª°	1146,25,0,0,0
in_sphinx3.gat,0,0,0,0	monster	©¬²ï¯Ç	1154,15,0,0,0
in_sphinx3.gat,0,0,0,0	monster	¿Õ¥i¥ì	1164,22,0,0,0
in_sphinx3.gat,0,0,0,0	monster	¨¸´c½c	1191,10,300000,150000,1

//¥vªâ§J´µ ±K¥Þ B4F(in_sphinx4.gat)
in_sphinx4.gat,0,0,0,0	monster	°¨º¸§ù§J	1140,15,0,0,0
in_sphinx4.gat,0,0,0,0	monster	¦Ì¬¥´µ	1149,50,0,0,0
in_sphinx4.gat,0,0,0,0	monster	©¬²ï¯Ç	1154,20,0,0,0
in_sphinx4.gat,0,0,0,0	monster	¨¸´c½c	1191,4,300000,150000,1

//¥vªâ§J´µ ±K¥Þ B5F(in_sphinx5.gat)
in_sphinx5.gat,0,0,0,0	monster	¶Â³D	1037,20,0,0,0
in_sphinx5.gat,0,0,0,0	monster	°¨º¸§ù§J	1140,30,0,0,0
in_sphinx5.gat,0,0,0,0	monster	¶Âª°	1146,30,0,0,0
in_sphinx5.gat,0,0,0,0	monster	©¬²ï¯Ç	1154,30,0,0,0
in_sphinx5.gat,0,0,0,0	monster	ªk¦Ñ¤ý	1157,1,3600000,1800000,1
in_sphinx5.gat,0,0,0,0	monster	¨¸´c½c	1191,7,0,0,0

//ª÷¦r¶ð °g®c 1F(moc_pryd01.gat)
moc_pryd01.gat,0,0,0,0	monster	§l¦å½¿½»	1005,50,0,0,0
moc_pryd01.gat,0,0,0,0	monster	ªiªi§Q	1031,50,0,0,0

//ª÷¦r¶ð °g®c 2F(moc_pryd02.gat)
moc_pryd02.gat,0,0,0,0	monster	¨¸Àe¤}½b¤â	1016,20,0,0,0
moc_pryd02.gat,0,0,0,0	monster	¨¸Àe¤h§L	1028,20,0,0,0
moc_pryd02.gat,0,0,0,0	monster	³D¤k¥ìµ·	1029,25,0,0,0
moc_pryd02.gat,0,0,0,0	monster	ªiªi§Q	1031,20,0,0,0
moc_pryd02.gat,0,0,0,0	monster	¤ì¤D¥ì	1041,30,0,0,0
moc_pryd02.gat,0,0,0,0	monster	¬õ½¿½»	1111,20,0,0,0

//ª÷¦r¶ð °g®c 3F(moc_pryd03.gat)
moc_pryd03.gat,0,0,0,0	monster	¤ì¤D¥ì¤ü	1032,40,0,0,0
moc_pryd03.gat,0,0,0,0	monster	¤ì¤D¥ì	1041,50,0,0,0
moc_pryd03.gat,0,0,0,0	monster	¬õ½¿½»	1111,15,0,0,0
moc_pryd03.gat,0,0,0,0	monster	¶Âª°	1146,15,0,0,0
moc_pryd03.gat,0,0,0,0	monster	¨¸´c½c	1191,10,0,0,0

//ª÷¦r¶ð °g®c 4F(moc_pryd04.gat)
moc_pryd04.gat,0,0,0,0	monster	³D¤k¥ìµ·	1029,50,0,0,0
moc_pryd04.gat,0,0,0,0	monster	«X¶ë¨½´µ	1038,1,3600000,1800000,1
moc_pryd04.gat,0,0,0,0	monster	¤ì¤D¥ì	1041,40,0,0,0
moc_pryd04.gat,0,0,0,0	monster	¶Âª°	1146,20,0,0,0
moc_pryd04.gat,0,0,0,0	monster	¨¸´c½c	1191,15,600000,300000,1
moc_pryd04.gat,0,0,0,0	monster	¨g¼É¤ì¤D¥ì	1297,3,0,0,0

//ª÷¦r¶ð °g®c B2F(moc_pryd05.gat)
moc_pryd05.gat,0,0,0,0	monster	¤ì¤D¥ì¤ü	1032,50,0,0,0
moc_pryd05.gat,0,0,0,0	monster	¤ì¤D¥ì	1041,10,0,0,0
moc_pryd05.gat,0,0,0,0	monster	¦Ì¬¥´µ	1149,60,0,0,0

//ª÷¦r¶ð °g®c B3F(moc_pryd06.gat)
moc_pryd06.gat,100,100,200,200	monster	¤ì¤D¥ì¤ü	1032,10,0,0,0
moc_pryd06.gat,100,100,200,200	monster	¨¸´c½c	1191,20,0,0,0
moc_pryd06.gat,100,100,200,200	monster	¨÷¥ÒÂÎ	1194,20,0,0,0
moc_pryd06.gat,100,100,200,200	monster	¨g¼É¤ì¤D¥ì	1297,20,0,0,0
moc_pryd06.gat,102,165,0,0	monster	ªüªù©Ô	1511,1,3600000,1800000,1

//§®°Ç¥§ ¼o±óÄq³õ B1F(mjo_dun01.gat)
mjo_dun01.gat,0,0,0,0	monster	§l¦å½¿½»	1005,20,0,0,0
mjo_dun01.gat,0,0,0,0	monster	¤g¼·¹«	1145,40,0,0,0
mjo_dun01.gat,0,0,0,0	monster	¥Õ¹«	1175,80,0,0,0

//§®°Ç¥§ ¼o±óÄq³õ B2F(mjo_dun02.gat)
mjo_dun02.gat,0,0,0,0	monster	¬õ½¿½»	1111,20,0,0,0
mjo_dun02.gat,0,0,0,0	monster	°òº¸·æ	1121,35,0,0,0
mjo_dun02.gat,0,0,0,0	monster	¤g¼·¹«	1145,60,0,0,0
mjo_dun02.gat,0,0,0,0	monster	¨¸ÀeÄq¤u	1169,20,0,0,0

//§®°Ç¥§ ¼o±óÄq³õ B3F(mjo_dun03.gat)
mjo_dun03.gat,0,0,0,0	monster	°òº¸·æ	1121,5,0,0,0
mjo_dun03.gat,0,0,0,0	monster	¤g¼·¹«	1145,5,0,0,0
mjo_dun03.gat,0,0,0,0	monster	³Á´µ¯S	1151,35,0,0,0
mjo_dun03.gat,0,0,0,0	monster	¨¸ÀeÄq¤u	1169,70,0,0,0
mjo_dun03.gat,0,0,0,0	monster	ÂÅ¹«	1209,3,0,0,0

//Ã~¤H¦a¤U¬}¸](orcsdun01.gat)
orcsdun01.gat,0,0,0,0	monster	§l¦å½¿½»	1005,15,0,0,0
orcsdun01.gat,0,0,0,0	monster	ºñ»aÃÇ	1042,10,0,0,0
orcsdun01.gat,167,133,5,5	monster	¶ÂÛ£	1084,5,900000,450000,1
orcsdun01.gat,67,34,5,5	monster	¶ÂÛ£	1084,5,900000,450000,1
orcsdun01.gat,0,0,0,0	monster	¬õ½¿½»	1111,5,0,0,0
